Short name	Accession	TaxId	Name	Path	Assembly file	GFF file	lineage
Suicol1	Suicol1	48567	Suillus collinitus S28 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Suicol1	Suicol1_AssemblyScaffolds.fasta.gz	Suicol1_primary_alleles_20200131.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,boletales,suillineae,suillaceae,suillus,suillus collinitus"
Morper1	Morper1	2382058	Morchella peruviana NRRL 66754 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/PEZIZOMYCETES/Morper1	Morper1_AssemblyScaffolds.fasta.gz	Morper1_primary_alleles_20200226.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,pezizomycetes,pezizales,morchellaceae,morchella,morchella sect. morchella,morchella peruviana"
Morpun1	Morpun1	743780	Morchella punctipes GB769 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/PEZIZOMYCETES/Morpun1	Morpun1_AssemblyScaffolds.fasta.gz	Morpun1_GeneCatalog_20200203.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,pezizomycetes,pezizales,morchellaceae,morchella,morchella sect. distantes,morchella punctipes"
Morang1	Morang1	60347	Morchella angusticeps Mel-15 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/PEZIZOMYCETES/Morang1	Morang1_AssemblyScaffolds.fasta.gz	Morang1_GeneCatalog_20200203.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,pezizomycetes,pezizales,morchellaceae,morchella,morchella angusticeps"
Moreoh1	Moreoh1	1729728	Morchella eohespera Mel-19 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/PEZIZOMYCETES/Moreoh1	Moreoh1_AssemblyScaffolds.fasta.gz	Moreoh1_primary_alleles_20200226.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,pezizomycetes,pezizales,morchellaceae,morchella,morchella eohespera"
Loppic1	Loppic1	128022	Lophodermium piceae NOR1-14_p44 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/LEOTIOMYCETES/Loppic1	Loppic1_AssemblyScaffolds.fasta.gz	Loppic1_GeneCatalog_20200128.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,leotiomycetes,rhytismatales,rhytismataceae,lophodermium,lophodermium piceae"
Morhis1	Morhis1	2382056	Morchella hispaniolensis Mel-18 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/PEZIZOMYCETES/Morhis1	Morhis1_AssemblyScaffolds.fasta.gz	Morhis1_primary_alleles_20200226.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,pezizomycetes,pezizales,morchellaceae,morchella,morchella sect. distantes,morchella hispaniolensis"
Pycful1	Pycful1	202718	Pycnoporellus fulgens PcyfulGre-SM17 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Pycful1	Pycful1_AssemblyScaffolds.fasta.gz	Pycful1_GeneCatalog_20200205.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetes incertae sedis,polyporales,polyporales incertae sedis,pycnoporellus,pycnoporellus fulgens"
Clarep1_1	Clarep1_1	109936	Cladochytrium replicatum JEL 714 v1.0	no_rank/CHYTRIDIOMYCOTA/no_rank/CHYTRIDIOMYCETES/Clarep1_1	Clarep1_1_AssemblyScaffolds.fasta.gz	Clarep1_1_GeneCatalog_20200121.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,chytridiomycota,chytridiomycota incertae sedis,chytridiomycetes,cladochytriales,cladochytriaceae,cladochytrium,cladochytrium replicatum"
Phybl_L51_1	Phybl_L51_1	4837	Phycomyces blakesleeanus L51 v1.0	no_rank/MUCOROMYCOTA/MUCOROMYCOTINA/Phybl_L51_1	Phybl_L51_1_AssemblyScaffolds.fasta.gz	Phybl_L51_1_GeneCatalog_20200205.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,mucoromycota,mucoromycotina,mucoromycetes,mucorales,phycomycetaceae,phycomyces,phycomyces blakesleeanus"
Mycind1	Mycind1	2053761	Mycotypha indica IMI 211999 v1.0	no_rank/MUCOROMYCOTA/MUCOROMYCOTINA/Mycind1	Mycind1_AssemblyScaffolds.fasta.gz	Mycind1_GeneCatalog_20200130.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,mucoromycota,mucoromycotina,mucoromycetes,mucorales,mucorineae,mycotyphaceae,mycotypha,mycotypha indica"
FenlinCB54_1	FenlinCB54_1	101136	Fennellomyces linderi CBS 158.54 v1.0	no_rank/MUCOROMYCOTA/MUCOROMYCOTINA/FenlinCB54_1	FenlinCB54_1_AssemblyScaffolds.fasta.gz	FenlinCB54_1_GeneCatalog_20200116.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,mucoromycota,mucoromycotina,mucoromycetes,mucorales,lichtheimiaceae,fennellomyces,fennellomyces linderi"
Aspflor1	Aspflor1	1072270	Aspergillus floridensis DTO 198-A8 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspflor1	Aspflor1_AssemblyScaffolds.fasta.gz	Aspflor1_GeneCatalog_20191031.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus floridensis"
Aspshe1	Aspshe1	2082511	Aspergillus shendaweii IBT 34197 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspshe1	Aspshe1_AssemblyScaffolds.fasta.gz	Aspshe1_GeneCatalog_20191103.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus shendaweii"
Asppsev1	Asppsev1	1517512	Aspergillus pseudoviridinutans IBT 34175 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Asppsev1	Asppsev1_AssemblyScaffolds.fasta.gz	Asppsev1_GeneCatalog_20190828.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus pseudoviridinutans"
Aspses1	Aspses1	1507530	Aspergillus sesamicola CBS 137324 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspses1	Aspses1_AssemblyScaffolds.fasta.gz	Aspses1_GeneCatalog_20190828.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus sesamicola"
Aspsep1	Aspsep1	138283	Aspergillus sepultus CBS 257.85 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspsep1	Aspsep1_AssemblyScaffolds.fasta.gz	Aspsep1_GeneCatalog_20191031.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus sepultus"
Aspth1	Aspth1	1194637	Aspergillus thesauricus IBT 34227 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspth1	Aspth1_AssemblyScaffolds.fasta.gz	Aspth1_GeneCatalog_20190828.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus thesauricus"
Aspwak1	Aspwak1	454252	Aspergillus waksmanii IBT 31900 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspwak1	Aspwak1_AssemblyScaffolds.fasta.gz	Aspwak1_GeneCatalog_20191031.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus waksmanii"
Aspcu1	Aspcu1	1469429	Aspergillus cumulatus DTO 311-F5 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspcu1	Aspcu1_AssemblyScaffolds.fasta.gz	Aspcu1_GeneCatalog_20190828.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus cumulatus"
Aspcreb1	Aspcreb1	1220201	Aspergillus creber IBT 32277 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspcreb1	Aspcreb1_AssemblyScaffolds.fasta.gz	Aspcreb1_GeneCatalog_20191031.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus creber"
Aspnut1	Aspnut1	41752	Aspergillus nutans CBS 121.56 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspnut1	Aspnut1_AssemblyScaffolds.fasta.gz	Aspnut1_GeneCatalog_20191025.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus nutans"
Asptran1	Asptran1	1904041	Aspergillus transcarpathicus CBS 423.68 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Asptran1	Asptran1_AssemblyScaffolds.fasta.gz	Asptran1_GeneCatalog_20190828.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus transcarpathicus"
Aspoer1	Aspoer1	1774284	Aspergillus oerlinghausenensis CBS 139183 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspoer1	Aspoer1_AssemblyScaffolds.fasta.gz	Aspoer1_GeneCatalog_20191031.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus oerlinghausenensis"
Asphai1	Asphai1	1810914	Aspergillus haitiensis CBS 468.91 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Asphai1	Asphai1_AssemblyScaffolds.fasta.gz	Asphai1_GeneCatalog_20190524.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus haitiensis"
Aspten1	Aspten1	1220210	Aspergillus tennesseensis IBT 32283 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspten1	Aspten1_AssemblyScaffolds.fasta.gz	Aspten1_GeneCatalog_20190829.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus tennesseensis"
Asptem1	Asptem1	1546150	Aspergillus templicola CBS 138181 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Asptem1	Asptem1_AssemblyScaffolds.fasta.gz	Asptem1_GeneCatalog_20191030.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus templicola"
Asptsu1	Asptsu1	2079209	Aspergillus tsurutae IBT 34206 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Asptsu1	Asptsu1_AssemblyScaffolds.fasta.gz	Asptsu1_GeneCatalog_20191031.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus tsurutae"
Aspcre1	Aspcre1	306091	Aspergillus cretensis CBS 112802 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspcre1	Aspcre1_AssemblyScaffolds.fasta.gz	Aspcre1_GeneCatalog_20190322.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus cretensis"
Aspvir1	Aspvir1	75553	Aspergillus viridinutans CBS 127.56 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspvir1	Aspvir1_AssemblyScaffolds.fasta.gz	Aspvir1_GeneCatalog_20190828.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus viridinutans"
Asppul1	Asppul1	1507526	Aspergillus pulvericola CBS 137327 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Asppul1	Asppul1_AssemblyScaffolds.fasta.gz	Asppul1_GeneCatalog_20191031.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus pulvericola"
Aspaurful1	Aspaurful1	41903	Aspergillus aureofulgens IBT 27100 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspaurful1	Aspaurful1_AssemblyScaffolds.fasta.gz	Aspaurful1_GeneCatalog_20191031.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus luppiae"
Aspdro1	Aspdro1	2663347	Aspergillus dromiae CBS 140633 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspdro1	Aspdro1_AssemblyScaffolds.fasta.gz	Aspdro1_GeneCatalog_20191031.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus dromiae"
Asppuu1	Asppuu1	1220207	Aspergillus puulaauensis IBT 32284 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Asppuu1	Asppuu1_AssemblyScaffolds.fasta.gz	Asppuu1_GeneCatalog_20191031.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus puulaauensis"
Aspsubr1	Aspsubr1	1565989	Aspergillus subramanianii CBS 138230 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspsubr1	Aspsubr1_AssemblyScaffolds.fasta.gz	Aspsubr1_GeneCatalog_20191031.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus subramanianii"
Asptri1	Asptri1	2608849	Aspergillus trinidadensis IBT 32571 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Asptri1	Asptri1_AssemblyScaffolds.fasta.gz	Asptri1_GeneCatalog_20190828.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus trinidadensis"
Asppsf1	Asppsf1	1517514	Aspergillus pseudofelis IBT 34107 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Asppsf1	Asppsf1_AssemblyScaffolds.fasta.gz	Asppsf1_GeneCatalog_20190828.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus pseudofelis"
Aspgig1	Aspgig1	5060	Aspergillus giganteus CBS 515.65 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspgig1	Aspgig1_AssemblyScaffolds.fasta.gz	Aspgig1_GeneCatalog_20190524.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus giganteus"
Aspwest1	Aspwest1	357447	Aspergillus westerdijkiae CBS 112803 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspwest1	Aspwest1_AssemblyScaffolds.fasta.gz	Aspwest1_GeneCatalog_20191105.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus westerdijkiae"
Aspsia1	Aspsia1	1907481	Aspergillus siamensis CBS 137452 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspsia1	Aspsia1_AssemblyScaffolds.fasta.gz	Aspsia1_GeneCatalog_20190524.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus siamensis"
Aspcost1	Aspcost1	1032661	Aspergillus costiformis CBS 101749 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspcost1	Aspcost1_AssemblyScaffolds.fasta.gz	Aspcost1_GeneCatalog_20190828.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus costiformis"
Aspcle1	Aspcle1	210209	Aspergillus cleistominutus CBS 200.75 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspcle1	Aspcle1_AssemblyScaffolds.fasta.gz	Aspcle1_GeneCatalog_20181121.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus cleistominutus"
Aspmir1	Aspmir1	1810918	Aspergillus miraensis CBS 140625 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspmir1	Aspmir1_AssemblyScaffolds.fasta.gz	Aspmir1_GeneCatalog_20190828.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus miraensis"
Aspaff1	Aspaff1	1070780	Aspergillus affinis CBS 129190 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspaff1	Aspaff1_AssemblyScaffolds.fasta.gz	Aspaff1_GeneCatalog_20181129.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus affinis"
Aspneoc1	Aspneoc1	2663349	Aspergillus neoconicus CBS 233.90 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspneoc1	Aspneoc1_AssemblyScaffolds.fasta.gz	Aspneoc1_GeneCatalog_20190828.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,unclassified aspergillus,aspergillus sp. cbs 233.90"
Aspneow1	Aspneow1	2601843	Aspergillus neowarcupii IBT 29024 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspneow1	Aspneow1_AssemblyScaffolds.fasta.gz	Aspneow1_GeneCatalog_20190829.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,unclassified aspergillus,aspergillus sp. jgi-2019a"
Aspcer1	Aspcer1	41749	Aspergillus cervinus CBS 196.64 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspcer1	Aspcer1_AssemblyScaffolds.fasta.gz	Aspcer1_GeneCatalog_20190828.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus subgen. fumigati,aspergillus cervinus"
Aspden1	Aspden1	286160	Aspergillus dentatus CBS 114.63 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspden1	Aspden1_AssemblyScaffolds.fasta.gz	Aspden1_GeneCatalog_20190524.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus subgen. nidulantes,aspergillus nidulans,aspergillus nidulans var. dentatus"
Morgam1	Morgam1	64522	Mortierella gamsii AM1032 v1.0	no_rank/MUCOROMYCOTA/MORTIERELLOMYCOTINA/Morgam1	Morgam1_AssemblyScaffolds.fasta.gz	Morgam1_GeneCatalog_20200320.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,mucoromycota,mortierellomycotina,mortierellomycetes,mortierellales,mortierellaceae,linnemannia,linnemannia gamsii"
Chapip1	Chapip1	145387	Chalciporus piperatus 201810 CP v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Chapip1	Chapip1_AssemblyScaffolds.fasta.gz	Chapip1_GeneCatalog_20200323.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,boletales,boletineae,boletaceae,chalciporoideae,chalciporus,chalciporus piperatus"
Lacind1	Lacind1	222702	Lactarius indigo 2018DUKE089 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Lacind1	Lacind1_AssemblyScaffolds.fasta.gz	Lacind1_primary_alleles_20200318.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetes incertae sedis,russulales,russulaceae,lactarius,lactarius indigo"
Tubcan1	Tubcan1	349718	Tuber canaliculatum GB_Tcana1 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/PEZIZOMYCETES/Tubcan1	Tubcan1_AssemblyScaffolds.fasta.gz	Tubcan1_GeneCatalog_20200324.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,pezizomycetes,pezizales,tuberaceae,tuber,tuber canaliculatum"
Tubgib1	Tubgib1	44634	Tuber gibbosum GB_Tgibb2 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/PEZIZOMYCETES/Tubgib1	Tubgib1_AssemblyScaffolds.fasta.gz	Tubgib1_GeneCatalog_20200322.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,pezizomycetes,pezizales,tuberaceae,tuber,tuber gibbosum"
Lenzyc1	Lenzyc1	36079	Lentamyces zychae NRRL 2806 v1.0	no_rank/MUCOROMYCOTA/MUCOROMYCOTINA/Lenzyc1	Lenzyc1_AssemblyScaffolds.fasta.gz	Lenzyc1_GeneCatalog_20200116.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,mucoromycota,mucoromycotina,mucoromycetes,mucorales,lentamycetaceae,lentamyces,lentamyces zychae"
Morcap1	Morcap1	64521	Mortierella capitata AV005 v1.0	no_rank/MUCOROMYCOTA/MORTIERELLOMYCOTINA/Morcap1	Morcap1_AssemblyScaffolds.fasta.gz	Morcap1_GeneCatalog_20200324.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,mucoromycota,mortierellomycotina,mortierellomycetes,mortierellales,mortierellaceae,actinomortierella,actinomortierella capitata"
Abscae1	Abscae1	90261	Absidia caerulea NRRL1315 v1.0	no_rank/MUCOROMYCOTA/MUCOROMYCOTINA/Abscae1	Abscae1_AssemblyScaffolds.fasta.gz	Abscae1_GeneCatalog_20200419.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,mucoromycota,mucoromycotina,mucoromycetes,mucorales,cunninghamellaceae,absidia,absidia caerulea"
Lenpar1	Lenpar1	327271	Lentamyces parricidus NRRL2409 v1.0	no_rank/MUCOROMYCOTA/MUCOROMYCOTINA/Lenpar1	Lenpar1_AssemblyScaffolds.fasta.gz	Lenpar1_GeneCatalog_20200316.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,mucoromycota,mucoromycotina,mucoromycetes,mucorales,lentamycetaceae,lentamyces,lentamyces parricida"
