##,name,portal,"NCBI Taxon","assembly length","#of genes","is public","is published","is superseded","superseded by","publication(s)","pubmed id(s)"
1695,"Phyllosticta capitalensis CBS 173.77 v2.0",Phycapi2,121624,32875859,10989,Y,N,N,,,
1696,"Phyllosticta citriasiana CBS 123371 v2.0",Pcitri2,595635,33270502,10048,Y,N,N,,,
1697,"Phyllosticta citricarpa CBS 131864 v1.0",Pcit131864,55181,30494376,10219,Y,N,N,,,
1698,"Phyllosticta capitalensis CBS 111638 v2.0",Phcapit2,121624,32080394,10957,Y,N,N,,,
1699,"Phyllosticta citricarpa CPC 16586 v1.0",Pcit16586,55181,30755040,10231,Y,N,N,,,
1700,"Phyllosticta citricarpa CBS 122670 v1.0",Pcit122670,55181,30430812,10297,Y,N,N,,,
1701,"Phyllosticta citricarpa CBS 111.20 v1.0",Pcit11120,55181,29845321,10148,Y,N,N,,,
1702,"Phyllosticta citricarpa CBS 102373 v1.0",Pcit120373,55181,30928160,10074,Y,N,N,,,
1703,"Hebeloma brunneifolium PMI1Jessy v2.0",Hebvel2,91683,65279695,20438,Y,N,N,,,
1704,"Lentinula lateritia RV95-379 v1.0",LlaRV95_379_1,40482,39474067,13702,Y,N,N,,,
1705,"Lentinula boryana TFB10292 v1.0",LboTFB10292_1,40481,33330104,12154,Y,N,N,,,
1706,"Penicillium sp. DTU1 v1.0",Aspcris1,5081,34884957,11734,Y,N,N,,,
1707,"Morchella steppicola PhC 289 v1.0",Morste1,743781,81030815,11718,Y,N,N,,,
1708,"Metschnikowia reukaufii MR1 v1.1",Metreu1,27327,16349392,5989,Y,N,N,,,
1709,"Ceratobasidium sp. 394 v1.0",Cersp394_1,2600203,84469429,17873,Y,N,N,,,
1710,"Anomoporia kamtschatica OMC1758 v1.0",Anokam1,264123,63215704,14978,Y,N,N,,,
1711,"Ceratobasidium sp. 379 v1.0",Cersp379_1,2789313,83869204,17852,Y,N,N,,,
1712,"Ceratobasidium sp. 423 v1.0",Cersp423_1,2600206,131591190,25503,Y,N,N,,,
1713,"Clonostachys sp. CORFU0009 v1.0",Ilyro1,2789332,58385546,18327,Y,N,N,,,
1714,"Pyrenochaeta inflorescentiae CORFU0001 v1.0",Pyrinf1,531899,41526282,14563,Y,N,N,,,
1715,"Ustanciosporium gigantosporum RK316 v1.0",Ustgig1,1134041,20195449,6705,Y,N,N,,,
1716,"Sidera vulgaris OMC 1730 v1.0",Sidvul1,796161,67247330,13089,Y,N,N,,,
1717,"Perenniporia subacida PersubVin-SM18 v1.0",Persub1,2872513,81173357,15188,Y,N,N,,,
1718,"Bretziella fagacearum C519 v1.0",Brefa1,1836592,27072536,7554,Y,N,N,,,
1719,"Phlebia subcretacea OMC74 v1.0",Phlsub1,2743499,52671058,14886,Y,N,N,,,
1720,"Candida tropicalis MYA3404",Cantro1,294747,14609527,6134,Y,Y,N,,"Guin K et al.,2020","32469306"
1721,"Cryomyces antarcticus CBS 116301 v3.0",Cryan3,329879,51659106,9404,Y,N,N,,,
1722,"Metschnikowia gruessii VY0332 v1.0",Metgru1,45517,38812729,7148,Y,N,N,,,
1723,"Phyllosticta citrichinaensis CBS 129764 v1.0",Pcit129764,1130410,29528840,10228,Y,N,N,,,
1724,"Fusarium oxysporum f. sp. albedinis isolate 9 v1.0",Fusoxalb1,5507,65559131,19411,Y,N,N,,,
1725,"Trichocoma paradoxa CBS 103.73 v1.0",Tripara1,76771,90747983,10928,Y,N,N,,,
1726,"Lentinula novae-zelandiae ICMP 18003 v1.0",LnoICMP18003A_1,42442,48944544,11421,Y,N,N,,,
1727,"Xylaria berteri 95101511 v1.0",Xylber1,2492676,41977694,12717,Y,N,N,,,
1728,"Rosellinia corticium 1501 v1.0",Roscor1,323533,41545730,10472,Y,N,N,,,
1729,"Anthostomella leucospermi CBS110126 v1.0",Antleu1,531904,53169516,13724,Y,N,N,,,
1730,"Anthostomella tomicoides 1013 v1.0",Anttom1,2789217,54282845,14344,Y,N,N,,,
1731,"Xylaria curta 92092022 v1.0",Xylcur1,42375,54255639,12274,Y,N,N,,,
1732,"Linnemannia elongata AD073 v1.0",MoeAD073_1,310910,48200405,13851,Y,N,N,,,
1733,"Mortierella alpina KOD1005 v1.0",Moramoe1,743927,37623140,11816,Y,N,N,,,
1734,"Phanerochaete chrysosporium RP-78 v3.0",Phchr3_2,2822231,33908445,12524,Y,N,N,,,
1735,"Lentinula edodes NBRC 111202",Lened1,5353,39922873,12051,Y,Y,N,,"Sakamoto Y et al.,2017","28314725"
1736,"Lentinula edodes B17 v1.3",LedB17_3,5353,46097005,13943,Y,Y,N,,"Park SG et al.,2017~Shim D et al.,2016","29845094 26924240"
1737,"Suillus viscidus S02 v2.0",Suivis2,85998,74730232,22317,Y,N,N,,,
1738,"Tuber melosporum Tmelo v1.0",Tubmel1,1258559,114195480,14017,Y,N,N,,,
1739,"Tuber mesentericum Tmes4 v1.0",Tubmes1,92904,146226558,14712,Y,N,N,,,
1740,"Piromyces sp. UH3-1 v2.0",Piromy_p0_1,45796,84096456,16867,Y,N,N,,,
1741,"Moniliophthora roreri MCA 2997",MroMCA2997_1,1381753,52057512,15415,Y,Y,N,,"Meinhardt LW et al.,2014","24571091"
1742,"Olpidium bornovanus UBC F19785",Olpbor1,278681,28245108,8477,Y,Y,N,,"Chang Y et al.,2021","33547391"
1743,"Aspergillus flavus NRRL3357 v1.0",Aspfl2_3,332952,37749288,13715,Y,N,N,,,
1744,"Digitatispora marina 008cD1.1 v1.0",Digmar1,1585794,36890282,11553,Y,N,N,,,
1745,"Clavispora lusitaniae MJ12 v1.0",ClaluMJ12_1,36911,12142559,5316,Y,N,N,,,
1746,"Suillus kaibabensis FC96 v2.0",Suikai2,1912942,49971042,13919,Y,N,N,,,
1747,"Metschnikowia pulcherrima NRRL Y-7111 v1.0",Metpul1,27326,21177619,5885,Y,N,N,,,
1748,"Neocallimastix sp. Gf-Ma3-1 v1.0",NeoGfMa1,2230904,209503801,28646,Y,N,N,,,
1749,"Metschnikowia sp. yHQL305 v1.0",MetyHQL305_1,1780086,17690283,5744,Y,N,N,,,
1750,"Neocallimastix sp. WI3-B v1.0",NeoWI3_1,2230904,206810295,28960,Y,N,N,,,
1751,"Dissophora decumbens NRRL 22416 v1.0",Disdec1,101101,39062863,11886,Y,N,N,,,
1752,"Scheffersomyces virginianus NRRL Y-48822T v1.0",Schvir1,1125881,17754498,6121,Y,N,N,,,
1753,"Scheffersomyces illinoisensis NRRL Y-48827T v1.0",Schill1,766733,14628997,5794,Y,N,N,,,
1754,"Dothideomycetes sp. P12C66 v1.0",DotP12C66,1709935,43266265,14073,Y,N,N,,,
1755,"Umbelopsis angularis P8C34 v1.0",Umban1,201725,24439702,9529,Y,N,N,,,
1756,"Venturiales sp. P10P74 v1.0",VenspP74_1,1920940,44727822,15994,Y,N,N,,,
1757,"Starmerella floricola CF1 v2.0",Staflo2,45550,10565881,4802,Y,N,N,,,
1758,"Hanseniaspora nectarophila Y1191 v1.0",Hanne1,1443074,20157560,4288,Y,N,N,,,
1759,"Fusarium oxysporum Fo5176 v1.0",FoxFo5176,660025,67983296,19130,Y,Y,N,,"Fokkens L et al.,2020","32843521"
1760,"Fusarium graminearum Z3639 v2.0",Fusgra2,5518,37170653,12233,Y,N,N,,,
1761,"Fusarium oxysporum Fo47 v2.0",FusoxFo47_2,660027,50358849,16207,Y,Y,N,,"Wang B et al.,2020","32552518"
1762,"Phyllosticta paracitricarpa CBS 141358 v1.0",Phypa1,2016321,30827934,10064,Y,N,N,,,
1763,"Neurospora crassa FGSC4200 (ORS6a) v2.0",Ncrass2,5141,41683309,10792,Y,N,N,,,
1764,"Fusarium oxysporum f.sp. cubense II5 v2.0",FoxII5,660034,49425076,16048,Y,N,N,,,
1765,"Lunasporangiospora selenospora KOD1015 v1.0",Morsel1,979761,58908403,13461,Y,N,N,,,
1766,"Laccaria bicolor S238N-H82 v1.0",LacbiH82_1,29883,52023709,18706,Y,N,N,,,
1767,"Laccaria bicolor 81306 v1.0",Lacbi81306_1,983318,50950722,17791,Y,N,N,,,
1768,"Laccaria bicolor CBS 559.96 v1.0",Lacbi55996_1,29883,43460209,16977,Y,N,N,,,
1769,"Laccaria bicolor S238N-H53 v1.0",LacbiH53_1,1035139,51780559,18468,Y,N,N,,,
1770,"Laccaria bicolor N203 v1.0",LacbiN203_1,29883,69628581,21909,Y,N,N,,,
1771,"Laccaria bicolor S238N v1.0",LacbiS238N_1,29883,67655267,21724,Y,N,N,,,
1772,"Laccaria bicolor S238O v1.0",LacbiS238O_1,29883,57057526,17767,Y,N,N,,,
1773,"Laccaria bicolor Cham3 v1.0",LacbiCham3_1,29883,44650607,16084,Y,N,N,,,
1774,"Laccaria bicolor S238N-H70 v1.0",LacbiH70_1,29883,57049857,19903,Y,N,N,,,
1775,"Laccaria bicolor CBS 594.89 v1.0",Lacbi59489_1,29883,69983628,26800,Y,N,N,,,
1776,"Laccaria bicolor S238N-H82xH70 v1.0",LacbiH82xH70_1,1031715,42115601,17045,Y,N,N,,,
1777,"Laccaria bicolor S238N 93.12 v1.1",Lacbi9312_2,29883,96432810,25412,Y,N,N,,,
1778,"Laccaria bicolor DR170 v1.0",LacbiDR170_1,29883,79066865,24004,Y,N,N,,,
1779,"Morchella palazonii PhC 149 v1.0",Morpal1,1814248,53912323,11272,Y,N,N,,,
1780,"Mortierella alpina AD266 v1.0",Moralp1_1,64518,39727328,12145,Y,N,N,,,
1781,"Thelebolus globosus UNIPAMPA015 v1.0",Theglo1,319062,28152601,8952,Y,N,N,,,
1782,"Scleroderma citrinum hr. v1.0",Sclcihr1,68788,77472219,10323,Y,N,N,,,
1783,"Helotiales sp. P8C63 v1.0",NeoP8C63_1,1755440,46279842,12802,Y,N,N,,,
1784,"Alternaria sp. UNIPAMPA012 v1.0",Altsp012_1,1715220,41732561,12834,Y,N,N,,,
1785,"Herpotrichiellaceae sp. JF2 05-3F Dopey v1.0",HerpoJF2053F_1,2663363,31034343,11506,Y,N,N,,,
1786,"Herpotrichiellaceae sp. JF2 05-7F Lumpy v1.0",HerpoJF057F_1,2663362,29532632,10928,Y,N,N,,,
1787,"Exophiala sp. JF 06-1F Fuzzy v1.0",ExoJF061F_1,2663360,36371821,13998,Y,N,N,,,
1788,"Chaetomium sp. 1176438 v1.0",Cha1176438,1769349,33837664,9520,Y,N,N,,,
1789,"Naumovozyma castellii CBS 4309",Nauca1,1064592,11219539,5592,Y,Y,N,,"Gordon JL et al.,2011","22123960"
1790,"Lomentospora prolificans JHH-5317",Lompr1,41688,37603105,8557,Y,Y,N,,"Luo R et al.,2017","28963165"
1791,"Darksidea alpha DSE7016 v1.0",Daral1,1571500,71864992,16839,Y,N,N,,,
1792,"Pseudofusicoccum sp. LGMF1611 v1.0",Pse1611_1,2040933,46944955,15930,Y,N,N,,,
1793,"Hanseniaspora opuntiae AWRI3578",Hanop1,211096,8831957,4167,Y,Y,N,,"Sternes PR et al.,2016","27856586"
1794,"Hanseniaspora osmophila AWRI3579",Hanos1,56408,11458415,4657,Y,Y,N,,"Sternes PR et al.,2016","27856586"
1795,"Hanseniaspora uvarum AWRI3580",Hanuv1,29833,8807786,4061,Y,Y,N,,"Sternes PR et al.,2016","27856586"
1796,"Rhynchosporium commune UK7",Rhyco1,914237,55569529,12211,Y,Y,N,,"Penselin D et al.,2016","27875982"
1797,"Rhodotorula taiwanensis MD1149",Rhota1,741276,19568495,7014,Y,Y,N,,"Tkavc R et al.,N/D","29375494"
1798,"Rhynchosporium agropyri 04CH RACA61",Rhyag1,914238,52477121,13673,Y,Y,N,,"Penselin D et al.,2016","27875982"
1799,"Talaromyces atroroseus IBT 11181",Talat1,1441469,30858562,9523,Y,Y,N,,"Thrane U et al.,2017","28254987"
1800,"Emergomyces pasteurianus UAMH 9510",Emepa1,1955774,32410993,8950,Y,Y,N,,"Dukik K et al.,2017","28176377"
1801,"Coccidioides posadasii Silveira",Cocpos1,199306,27583241,10228,Y,Y,N,,"Neafsey DE et al.,2010","20516208"
1802,"Emmonsia crescens UAMH 4076",Emmcr1,73230,33754519,8908,Y,Y,N,,"Muñoz JF et al.,2018","29540755"
1803,"Pseudogymnoascus verrucosus UAMH 10579",Psever1,342668,30174856,10685,Y,Y,N,,"Palmer JM et al.,2018","29295979"
1804,"Emmonsia parva UAMH 130",Emmpa1,2060905,27837035,8201,Y,Y,N,,"Muñoz JF et al.,2018","29540755"
1805,"Trichophyton violaceum CMCC(F)T3l",Trivi1,34388,23367123,7037,Y,Y,N,,"Zhan P et al.,2017","28963202"
1806,"Polychytrium aggregatum JEL109 v1.0",Polagg1_1,110093,64917104,10690,Y,N,N,,,
1807,"Erysiphe pulchra Cflorida",Erypu1,225359,63509586,6859,Y,Y,N,,"Wadl PA et al.,2019","30864941"
1808,"Trichophyton mentagrophytes TIMM 2789",Trime1,523103,24069386,7860,Y,Y,N,,"Alshahni MM et al.,2018","30310114"
1809,"Blastomyces percursus EI222",Blape1,1658174,32310953,10285,Y,Y,N,,"Dukik K et al.,2017","28176377"
1810,"Rhynchosporium secalis 02CH4 6a1",Rhyse1,38038,49342573,13145,Y,Y,N,,"Penselin D et al.,2016","27875982"
1811,"Saccharomyces eubayanus FM1318",Saceu1,1080349,11670174,5370,Y,Y,N,,"Baker E et al.,2015","26269586"
1812,"Polytolypa hystricis UAMH 7299",Polhy1,1447883,34692036,9934,Y,Y,N,,"Muñoz JF et al.,2018","29540755"
1813,"Paracoccidioides lutzii Pb01",Parlu1,502779,32925248,8826,Y,Y,N,,"Desjardins CA et al.,2011","22046142"
1814,"Trichophyton interdigitale MR816",Triin1,1215338,22469575,8282,Y,Y,N,,"Persinoti GF et al.,2018","29467168"
1815,"Rosellinia necatrix W97",Rosne1,77044,44257831,12444,Y,Y,N,,"Shimizu T et al.,2018","29688132"
1816,"Trichophyton tonsurans CBS 112818",Trito1,647933,22988586,8521,Y,Y,N,,"Martinez DA et al.,N/D","22951933"
1817,"Botrytis cinerea T4",Botcin1,999810,39511426,16353,Y,Y,N,,"Amselem J et al.,2011","21876677"
1818,"Trichophyton soudanense CBS 452.61",Triso1,1215331,22854418,10671,Y,Y,N,,"Persinoti GF et al.,2018","29467168"
1819,"Pseudogymnoascus sp. VKM F-4520",PseVKM4520_1,1891168,34096352,11551,Y,Y,N,,"Leushkin EV et al.,2015","25994131"
1820,"Trichophyton equinum CBS 127.97",Trieq1,559882,24158205,8676,Y,Y,N,,"Martinez DA et al.,N/D","22951933"
1821,"Helicocarpus griseus UAMH 5409",Helgr1,1447875,32035056,10224,Y,Y,N,,"Muñoz JF et al.,2018","29540755"
1822,"Blastomyces dermatitidis ER-3",Blader1,559297,66608683,11539,Y,Y,N,,"Muñoz JF et al.,2015","26439490"
1823,"Nannizzia gypsea CBS 118893",Nangy1,535722,23249403,8907,Y,Y,N,,"Martinez DA et al.,N/D","22951933"
1824,"Pseudogymnoascus sp. VKM F-4514",PseVKM4514_1,1891168,27026992,8865,Y,Y,N,,"Leushkin EV et al.,2015","25994131"
1825,"Hirsutella minnesotensis 3608",Hirmi1,1043627,51057407,10463,Y,Y,N,,"Lai Y et al.,2014","25359922"
1826,"Madurella mycetomatis mm55",Madmy1,100816,36704944,10707,Y,Y,N,,"Smit S et al.,2016","27231361"
1827,"Stachybotrys chlorohalonata IBT 40285",Stachl1,1283841,34390047,10706,Y,Y,N,,"Semeiks J et al.,2014","25015739"
1828,"Rhizoctonia solani AG-8 WAC10335",Rhisola1,1287689,39822884,13951,Y,Y,N,,"Hane JK et al.,2014","24810276"
1829,"Penicillium brasilianum MG11",Penbra1,104259,35888622,11943,Y,Y,N,,"Horn F et al.,2015","26337871"
1830,"Rhizoctonia solani AG-3 Rhs1AP",Rhisol1,1086054,51705945,12726,Y,Y,N,,"Cubeta MA et al.,2014","25359908"
1831,"Stachybotrys chartarum IBT 40288",Stach1,1283842,36012651,11368,Y,Y,N,,"Semeiks J et al.,2014","25015739"
1832,"Talaromyces islandicus WF3812",Talis1,28573,34715840,9927,Y,Y,N,,"Schafhauser T et al.,2015","26197417"
1833,"Paramicrosporidium saccamoebae KSL3",Parsa1,1246581,7166071,3750,Y,Y,N,,"Quandt CA et al.,2017","29171834"
1834,"Tetrapisispora phaffii CBS 4417",Tetpha1,1071381,12115070,5253,Y,Y,N,,"Gordon JL et al.,2011","22123960"
1835,"Tilletia controversa DAOM 236426",Tilco1,13291,28841097,9860,Y,Y,N,,"Nguyen HDT et al.,N/D","32355611"
1836,"Cryptococcus wingfieldii CBS 7118",Tsuwi1,5619,19969799,8098,Y,Y,N,,"Passer AR et al.,2019","31186317"
1837,"Tilletia walkeri DAOM 236422",Tilwal1,117179,24286172,7970,Y,Y,N,,"Nguyen HDT et al.,N/D","32355611"
1838,"Hypsizygus marmoreus 51987-8",Hypma1,39966,41626055,15561,Y,Y,N,,"Min B et al.,2018","30382831"
1839,"Termitomyces sp. J132",TerJ132_1,1306850,67296805,11143,Y,Y,N,,"Poulsen M et al.,2014","25246537"
1840,"Grifola frondosa 9006-11",Grifr1,5627,39289314,15039,Y,N,N,,,
1841,"Tetrapisispora blattae CBS 6284",Tetbla1,1071380,14048593,5389,Y,Y,N,,"Gordon JL et al.,2011","22123960"
1842,"Tilletia indica DAOM 236416",Tilin1,43049,30320672,9548,Y,Y,N,,"Nguyen HDT et al.,N/D","32355611"
1843,"Pseudozyma flocculosa PF-1",Psefl1,1277687,23305380,6877,Y,Y,N,,"Lefebvre F et al.,2013","23800965"
1844,"Tilletia caries DAOM 238032",Tilcar1,13290,29540861,10204,Y,Y,N,,"Nguyen HDT et al.,N/D","32355611"
1845,"Pseudogymnoascus sp. VKM F-4246",PseVKM4246_1,1420902,25759859,8540,Y,Y,N,,"Leushkin EV et al.,2015","25994131"
1846,"Pseudogymnoascus sp. VKM F-103",PseVKM103_1,1420912,30255792,9802,Y,Y,N,,"Leushkin EV et al.,2015","25994131"
1847,"Pseudogymnoascus sp. VKM F-3775",PseVKM3775_1,1420901,28506885,9472,Y,Y,N,,"Leushkin EV et al.,2015","25994131"
1848,"Pseudogymnoascus sp. 03VT05",Pse03VT05_1,1622148,33292581,10252,Y,Y,N,,"Palmer JM et al.,2018","29295979"
1849,"Verticillium longisporum VL1",Verlo1,100787,99189222,20793,Y,Y,N,,"Fogelqvist J et al.,2018","29298673"
1850,"Ophiocordyceps kimflemingae SC16a",Ophun1,268505,23913698,8577,Y,Y,N,,"de Bekker C et al.,2015","26285697"
1851,"Ophiocordyceps camponoti-rufipedis Map16",Ophca1,2004952,21899844,7618,Y,Y,N,,"de Bekker C et al.,2017","28970504"
1852,"Ophiocordyceps australis Map64",Ophau1,1399860,23324075,8171,Y,Y,N,,"de Bekker C et al.,2017","28970504"
1853,"Sordaria macrospora k-hell",Sorma1,771870,38303110,9856,Y,Y,N,,"Nowrousian M et al.,2010","20386741"
1854,"Lachancea fermentati INRA UMR 1319",Lacfe1,4955,10264457,5233,Y,Y,N,,"Vakirlis N et al.,2016","27247244"
1855,"Ganoderma sinense ZZ0214-1",Gansi1,1077348,48955697,15478,Y,Y,N,,"Zhu Y et al.,2015","26046933"
1856,"Enterospora canceri GB1",Entca1,1081671,3095385,2169,Y,Y,N,,"Wiredu Boakye D et al.,2017","28345194"
1857,"Vavraia culicis subsp. floridensis",Vavcu1,948595,6118689,2773,Y,Y,N,,"Desjardins CA et al.,2015","25968466"
1858,"Kwoniella pini CBS 10737",Kwopi1,1296096,20828584,7829,Y,N,N,,,
1859,"Amphiamblys sp. WSBS2006",AmpWSBS2006_1,1866961,5620147,3642,Y,Y,N,,"Mikhailov KV et al.,2017","27694476"
1860,"Cryptococcus gattii WM276",CgaWM276_1,367775,18374760,6565,Y,Y,N,,"D'Souza CA et al.,N/D","21304167"
1861,"Malassezia pachydermatis CBS 1879",Malpa1,77020,8150648,4202,Y,Y,N,,"Triana S et al.,2015","26472839"
1862,"Candida dubliniensis CD36",Candu1,573826,14618422,5860,Y,Y,N,,"Jackson AP et al.,2009","19745113"
1863,"Lachancea meyersii CBS 8951",Lacme1,1266667,11261819,4998,Y,Y,N,,"Vakirlis N et al.,2016","27247244"
1864,"Lachancea mirantina INRA UMR 1319",Lacmi1,1230905,10117267,5056,Y,Y,N,,"Vakirlis N et al.,2016","27247244"
1865,"Phellinus noxius FFPRI411160",Pheno1,2282107,31444514,9820,Y,Y,N,,"Chung CL et al.,2017","28926153"
1866,"Cyberlindnera fabianii 65",Cybfa1,36022,12188250,5509,Y,Y,N,,"van Rijswijck IM et al.,2017","28385833"
1867,"Lachancea lanzarotensis CBS 12615",Lacla1,1245769,11092131,5058,Y,Y,N,,"Sarilar V et al.,2015","25883293"
1868,"Cryptococcus gattii VGII 2001/935-1",CgaVGII_1,1859096,17566680,6495,Y,Y,N,,"Farrer RA et al.,2015","26330512"
1869,"Debaryomyces fabryi CBS 789",Debfa1,58627,11700921,6027,Y,Y,N,,"Tafer H et al.,2016","26847909"
1870,"Trachipleistophora hominis",Traho1,72359,8498182,3212,Y,Y,N,,"Heinz E et al.,N/D~Watson AK et al.,2015","23133373 26589282"
1871,"Ustilago bromivora UB2112",Ustbr1,307758,20447485,7185,Y,Y,N,,"Rabe F et al.,2016","27835569"
1872,"Lachancea nothofagi CBS 11611",Lacno1,1266666,11313798,5154,Y,Y,N,,"Vakirlis N et al.,2016","27247244"
1873,"Malassezia vespertilionis NWHC:44797-103",Malve1,2020962,7581597,3791,Y,Y,N,,"Lorch JM et al.,2018","30728599"
1874,"Eremothecium gossypii FDAG1",Erego1,1034331,9133657,4766,Y,Y,N,,"Dietrich FS et al.,2013","23749448"
1875,"Lachancea quebecensis INRA UMR 1319",Lacqu1,1654605,10229370,5074,Y,Y,N,,"Freel KC et al.,2016","26733577"
1876,"Mucor ambiguus NBRC 6742",Mucam1,91626,40737472,11343,Y,Y,N,,"Lebreton A et al.,2020","32039703"
1877,"Edhazardia aedis USNM 41457",Edhae1,1003232,51348006,4190,Y,Y,N,,"Desjardins CA et al.,2015","25968466"
1878,"Lichtheimia ramosa JMRC FSU 6197",Licra1,688394,30708998,11542,Y,Y,N,,"Linde J et al.,2014","25212617"
1879,"Microbotryum intermedium 1389 BM 12 12",Micin1,269621,23461035,8142,Y,Y,N,,"Branco S et al.,2017","28630332"
1880,"Cryptococcus gattii VGIV IND107",CgaVGIV_1,1296105,17649378,6696,Y,Y,N,,"Farrer RA et al.,2015","26330512"
1881,"Cryptococcus gattii CA1873",CgaCA1873_1,1296111,17438253,6634,Y,Y,N,,"Farrer RA et al.,2015","26330512"
1882,"Kalmanozyma brasiliensis GHG001",Kalbr1,1365824,17325407,5765,Y,Y,N,,"Oliveira JVC et al.,2014~Oliveira JV et al.,2013","24682702 24356824"
1883,"Kluyveromyces marxianus DMKU3 1042",Kluma1,1003335,10920159,4941,Y,Y,N,,"Lertwattanasakul N et al.,N/D","25834639"
1884,"Mucor circinelloides f circinelloides 1006PhL",Muccirc1,36080,36348485,12227,Y,Y,N,,"Lee SC et al.,2014","25006230"
1885,"Eremothecium cymbalariae DBVPG 7215",Erecy1,931890,9669424,4434,Y,Y,N,,"Wendland J et al.,2011","22384365"
1886,"Lachancea dasiensis CBS 10888",Lacda1,1072105,10701617,5096,Y,Y,N,,"Vakirlis N et al.,2016","27247244"
1887,"Vittaforma corneae ATCC 50505",Vitco1,993615,3213516,2238,Y,Y,N,,"Cuomo CA et al.,2012","22813931"
1888,"Saccharomycetaceae sp Ashbya aceri",SacAshbya_1,566037,8867527,4479,Y,Y,N,,"Dietrich FS et al.,2013","23749448"
1889,"Candida parapsilosis CDC317",Canpa1,578454,13030174,5810,Y,Y,N,,"Butler G et al.,2009","19465905"
1890,"Lachancea thermotolerans CBS 6340",Lacth1,559295,10392862,5092,Y,Y,N,,"Souciet JL et al.,2009","19525356"
1891,"Ceraceosorus bombacis ATCC 22867",Cerbo1,401625,26090089,8022,Y,Y,N,,"Sharma R et al.,2015","26314305"
1892,"Metarhizium majus ARSEF 297",Metma1,1650735,41974566,11535,Y,Y,N,,"Hu X et al.,2014","25368161"
1893,"Drechmeria coniospora ARSEF 6962",Dreco1,98403,32831003,8236,Y,Y,N,,"Zhang L et al.,2016","26975455"
1894,"Tolypocladium paradoxum NRBC 100945",Tolpa1,94208,27610157,8983,Y,Y,N,,"Quandt CA et al.,2018","29863984"
1895,"Metarhizium guizhouense ARSEF977",Metgui1,500148,43436776,11787,Y,Y,N,,"Hu X et al.,2014","25368161"
1896,"Tolypocladium ophioglossoides CBS100239",Tolop1,71617,31240685,9317,Y,Y,N,,"Quandt CA et al.,2015","26215153"
1897,"Metarhizium rileyi RCEF4871",Metri1,1649241,31982430,8764,Y,Y,N,,"Shang Y et al.,2016","27071652"
1898,"Metarhizium album ARSEF 1941",Metal1,92629,30361122,8472,Y,Y,N,,"Hu X et al.,2014","25368161"
1899,"Moelleriella libera RCEF2490",Moeli1,324773,30816562,8461,Y,Y,N,,"Shang Y et al.,2016","27071652"
1900,"Nematocida displodere JUm2807",Nemdi1,1805483,3066400,2278,Y,Y,N,,"Luallen RJ et al.,2016","27362540"
1901,"Pseudoloma neurophilia MK1",Pseneu1,146866,5248409,3644,Y,Y,N,,"Ndikumana S et al.,2017","27230544"
1902,"Ordospora colligata OC4",Ordco1,1354746,2290528,1820,Y,Y,N,,"Pombert JF et al.,2015","25587016"
1903,"Amanita muscaria var. formosa 2016PMI152 v1.0",Amaapr1,188876,110261529,15793,Y,N,N,,,
1904,"Hepatospora eriocheir GB1",Heper1,1081669,4570278,2691,Y,Y,N,,"Wiredu Boakye D et al.,2017","28345194"
1905,"Spraguea lophii 42 110",Sprlo1,1358809,4980876,2499,Y,Y,N,,"Campbell SE et al.,N/D","23990793"
1906,"Enterocytozoon hepatopenaei TH1",Enthe1,646526,3253521,2536,Y,Y,N,,"Wiredu Boakye D et al.,2017","28345194"
1907,"Nosema apis BRL 01",Nosap1,1037528,8569501,2764,Y,Y,N,,"Chen Yp et al.,2013","23829473"
1908,"Nosema bombycis CQ1",Nosbo1,578461,15689776,4468,Y,Y,N,,"Pan G et al.,2013","23496955"
1909,"Tolypocladium capitatum CBS 113982",Tolca1,45235,22985095,7646,Y,Y,N,,"Quandt CA et al.,2018","29863984"
1910,"Purpureocillium lilacinum PLFJ-1",Purli1,33203,38534601,11763,Y,Y,N,,"Wang G et al.,2016","27416025"
1911,"Yarrowia lipolytica PO1f v2.0",YarlipO1F2,1445506,20531458,6814,Y,N,N,,,
1912,"Debaryomyces subglobosus dep8 v1.0",Debsub1,522693,11838087,5831,Y,N,N,,,
1913,"Penicillium freii DAOM 242723",Penfr1,48697,33546389,11739,Y,Y,N,,"Wingfield BD et al.,2016","27433447"
1914,"Fonsecaea erecta CBS 125763",Foner1,1367422,34747975,12090,Y,Y,N,,"Vicente VA et al.,N/D","29062304"
1915,"Naumovozyma dairenensis CBS 421",Nauda1,1071378,13527580,5548,Y,Y,N,,"Gordon JL et al.,2011","22123960"
1916,"Drechslerella stenobrocha 248",Drest1,1043628,21174508,5597,Y,Y,N,,"Liu K et al.,2014","24507587"
1917,"Wickerhamiella sorbophila DS02",Wicso1,45607,8129113,4741,Y,Y,N,,"Lee H et al.,N/D","30455739"
1918,"Cryptococcus amylolentus CBS 6039",Cryam1,1295533,20254996,10306,Y,Y,N,,"Sun S et al.,2017","28800596"
1919,"Bifiguratus adelaidae AZ0501",Bifad1,1938954,19478880,5719,Y,Y,N,,"Torres-Cruz TJ et al.,2017","28876195"
1920,"Hanseniaspora guilliermondii UTAD222",Hangu1,56406,9037850,4070,Y,Y,N,,"Seixas I et al.,2019","30462193"
1921,"Morchella arbutiphila PhC291 v1.0",Morarb1,1810715,54167150,11179,Y,N,N,,,
