,abr2_abr1_1,abr2_abr1_2,abr2_abr1_3,abr2_abr2_1,abr2_abr2_2,abr2_cladeA,abr2_cladeB,ayg1_1,ayg1_2,ayg1_3,ayg1_cladeA,ayg1_outgroup,ayg1_yg1,pks1_4thn_1,pks1_4thn_2,pks1_athn_1,pks1_athn_2,pks1_ywa1,rdt1_3hnr,rdt1_4hnr_1,rdt1_4hnr_2,rdt1_4hnr_3,rdt1_4hnr_4,rdt1_arp2,rdt1_cladeA,rdt1_cladeB,rdt1_outgroup,rdt1_remaining,scd1_arp1,scd1_cladeA,scd1_cladeB,scd1_cladeC,scd1_outgroup
Ant016_1,656473,,,,,,,,,,,,,606850,,,,,,654205,,,,,,,,,,174288,,,
Thest1,5940,,4534,,,,,,,,,,,4445,,,,,,8213,,,,,,,,,,8214,,,
Themi1,550750,,551072,,,556705,,,,,,,,542070,,,,,,551940,,,,,,,,,,529303,,,
Theglo1,366551,,332691,,,,,,,,,,,52215,,,,,,321935,,,,,,,,,,58505,,,
Calmar1,556087,574299,524760,,532432,,,,,,,,,457116,,,,,532949,317711,,,,,,,,,,,,,
Crypa2,,,,,,,33703,,,,,,,334164,,,,,255659,268845,,,,,,,,,,,,,
Podan3,,,,,,,,,,,,,,203900,,,,,,,,,,,,,,,,,,,
Humgr1,,,,,,,,,,,,,,1457,,,,,1522,,,,1175,,,,,,,,,,
Hirmi1,,,,,7416,,,,,,,,,9937,,,,,,,,"9921,9922",,9922,,,,,,9920,,,
Valla1,,,,,,,,,,,,,,621392,,,,,524502,,,,575770,,,,,,,,,,
Verda1,,,,,,,,,,,,,,190,,,,,"10425,8909",183,,,,,,,,,,,,,
Astsub1,,,,,126062,,,,,,,,,297789,,,,,389351,452572,,,,,,,,,,,,,
Calor1,,,,,,,1349,,,,,,,,,,,,,,,,,,2221,,,,,,2219,,
Phach1,,,,,,,,,,,,,,,,,"4203,5136",,886,,5134,,,,,,,,,,,,
Myrdu1,,286777,,288176,,,,,,,,,,,253416,,,,,,,,218643,,,253410,,,,,,,
Myrian1,,,,258098,,,,,,,,,,,253708,,,,,,,,322081,,,253723,,,,,,,
Cocmi1,,,,,,,,,,,,,,,1596,,,,22732,,,,,,,,,,,,,,
CocheC5_4m,,,,,,,,,,,,,,,30478,,,,1018608,,,,1022295,,,,,,,,,,
Aspte1,,,,,"8792,8817",,,,,,,,,,,,,,,,,,,,,,,,,,3250,,
Asppseute1,,,,,"543647,504811",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asppterr1,,,,,"182736,175151",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspfili1,,,,183913,"38139,95173",,,,,,,,,,,,,200944,,,,,,,180425,,,,,,156008,,
Aspcalif1,,,,269986,"217927,269430",,,,,,,,,,,,,269261,,,,,,,,,,,,,,,
Asptran1,,,,156235,"131029,158183,130984",,,,,,,,,,,,,145121,,,,,,,,,93847,,,,,,
Aspnut1,,,,,"218458,235459,116013",,,,,,,,,,,,,,,,,,,,,,239113,,,,,,
Aspparv1,,,,,"174828,91736,174872",,,,,,,,,,,,,,,,,,,,,,213579,,,,,199883,
Pursp1,,,,365603,"388169,266643",83668,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspzo1,,,,"150730,135325,2123349,56502",,,,,,,,,,,,,,150731,,,,,,,,,,,,,,,
Aspflo1,,,,,"61685,110634,185804",,,,,,,,,,,,,,,,,,,,,,,,,,,185543,
Aspimp1,,,,,203229,,,,,,,,,,,,,,,,,,,,,,,188057,,,,,
Aspfre1,,,,,"168277,43576",,,,,,,,,,,,,,,,,,,,,,,,,,22169,,
Aspneof1,,,,,"259764,290115",,,,,,,,,,,,,,,,,,,,,,,,,,242855,,
Asptem1,,,,,"354532,354636",,,,,,,,,,,,,,,,,,,,,,,,,,346723,,
Aspcap1,,,,,"130927,130899",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspiiz1,,,,,"88547,89684",,,,,,,,,,,,,,,,,,,,,,,,,,289153,,
Aspniv1,,,,,"255358,277830",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspaur1,,,,,"185154,185136",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asplup1,,,,,"231374,231395",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspaurful1,,,,,"479636,490542",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspni7,,,,,"1150102,1118013,1125363",,,,,,,,,,,,,1099425,,,,,,,,,,,,,,,
CocheC5_3,,,,,,,,,,,,,,,,,,,1018608,,,,1022295,,,,,,,,,,
Micca1,,,,8758,,,,,,,,,,,,,,,,,,,,,,,,,,,,6886,
Blugra3_16,7381,,7211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bgh5874_1,623699,,920667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blugr2,1167,,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlugrR1_1,78170,,79363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psene1,2235886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erypi2,2505036,,2357907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golci1,2878262,,"1661916,1722258",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golor4,4145791,,"4145889,2294466,1498049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspcanin1,,,,,80464,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspdese1,,,,151014,"43312,166980",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asppha1,,,,,"22447,32758",,,,,,,,,,,,,26516,,,,,,,,,,,,14731,,,
Tribre1,,,,117281,115816,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triaru1,,,,2331,3174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trici4,,,,1130349,1129883,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trilo3,,,,1386799,1379467,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trilon1,,,,645736,483040,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripar1,,,,6576,6207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trire2,,,,124079,54239,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trire_Chr,,,,115398,116950,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrireRUTC30_1,,,,104519,88862,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TriviGv29_8_2,,,,69442,91146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triple1,,,,109584,112801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trihar1,,,,787547,725312,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triha1,,,,510295,531915,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trigui1,,,,7780,6246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TriharT22_1,,,,523541,547891,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TriharM10_1,,,,522355,378983,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monru1,,,,,"418298,384770",,,,,,,,,,,,,,,,,475570,,475570,,,,,,,458216,,
Aspstec1_1,,,,"279484,272700","234901,234979",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asposti1,,,,"176009,157933","199690,184127",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspoc7043_1,,,,"566822,756571","528079,686475",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asppet1,,,,"61912,52671","30632,43074",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspoc2036_1,,,,"576141,597139","656476,540078",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triru1,,,,4153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triver1,,,,3074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artbe1,,,,1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asphai1,,,,"284906,2611","418523,416611",,,,,,,,,,,,,355149,,,,,414411,,,,,,,,,,
Aspegy1,,,,62208,"403372,542730",,,,,,,,,,,,,544332,,,,,,,,,,542184,,,,,
Aspaura1,,,,,"160636,220641",,,,,,,,,,,,,,,,,,,,,,,218218,,,,,
Aspnid1,,,,4689,"5819,5843",,,,,,,,,,,,,1666,,,,,,,,,,,,,,,
Cloros1,,,,,,,11836,,,,,,,,,,,,,,,,,,,,,,,,,,
Ilyro1,,,,,370634,,399689,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspwe1,,,,114390,27587,36463,,,,,,,,,,,,115577,,,,,,,,,,,,,98518,,
Aspsep1,,,,328055,365524,333886,,,,,,,,,,,,64456,,,,,,,,,,,,,,,
Escweb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clafu1,,,,,196870,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acral2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sodal1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asptan1,,,,,360174,345889,,,,,,,,,,,,,,,,,,,,,,,,,,339240,
Asptr1,,,,,"166304,161526",,,,,,,,,,,,,,,,,,,,,,,,,,,131551,
Asptri1,,,,,"158810,153987",,,,,,,,,,,,,,,,,,,,,,,,,,,143264,
Aspneoi1,,,,,"245207,255175",,,,,,,,,,,,,,,,,,,,,,,,,,,252561,
Aspcar1,,,,"325595,302094",307916,,,,,,,,,,,,,315669,,,,,,,,,,318431,,,,,
Aspvar1,,,,363626,"149918,364292",,,,,,,,,,,,,365765,,,,,,,,,,,,,,351022,
TalaHC1_1_1,,,,51093,,,,,,,,,,,,,,51259,,,,51263,,51263,,,,,87790,,,87395,
Aspfla1,,,,263671,"253966,265189",,,,,,,,,,,,,,,,,"263552,83784",,"263552,83784",,,,,,,"256019,239320",,
Amyenc1,,471708,"459364,512606,504408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triham1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triasp1,,,,104622,418358,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trias1,,,,63022,92589,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trigam1,,,,3494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triat2,,,,217148,81453,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triatro1,,,,516027,516668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triatr1,,,,481195,524599,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triatrov1,,,,501348,485011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polsie1,,871536,765581,658105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symko1,875118,968155,951276,,,,,,,,,,,,,,,,,,,,788090,,,,,,,,919455,,
Metro1,,,,"1976,2270",6868,5151,,,,,,,,,,,,,,,,7996,,,,,,,,7997,170,,
Metac1,,,,"1518,5384",4467,,,,,,,,,,,,,,,,,9309,,,,,,,,9308,,,
MarPMI226,,,,496031,355488,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fustri1,,,,592387,4431,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fustr1,,,,490228,2404,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusven1,,,,486295,425629,,555735,,,,,,,,,,,,,,,,,,,,,,,,,,502830
Fusps1,,,,2499,3584,,5736,,,,,,,,,,,,,,,,,,,,,,,,,,9793
Fusgra2,,,,1417045,1508866,,1170319,,,,,,,,,,,,,,,,,,,,,,,,,,1506520
Fusgr1,,,,2666,12021,,4617,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspluc1,,,,342125,90603,"342214,31543",,,,,,,,,,,,263129,,,,,,,,,,380873,,,,,
Aspsul1,,,,45914,36762,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspsubr1,,,,"317538,311599",326110,,,,,,,,,,,,,,,,,,,,,,,,,,,319076,
Aspper1,,,,"295631,302861",304468,,,,,,,,,,,,,,,,,,,,,,,,,,,302513,
Aspchr1,,,,"285772,15286",291683,,,,,,,,,,,,,,,,,,,,,,,,,,,288614,
Aspsc1,,,,"246776,233588",246908,,,,,,,,,,,,,,,,,,,,,,,,,,,231487,
Aspfl1,,,,"35904,30812","35400,34933",,,,,,,,,,,,,35903,,,,,,,,,,,,,,,
Fusre1,,,,,509052,,,,,,,,,,,,,,,,,,,,,,,,,,,,638964
Fusoxvas1,,,,,25083,,21006,,,,,,,,,,,,,,,,,,,,,,,,,,11484
Fusco1,,,,,636978,681572,628394,,,,,,,,,,,,,,,,,,,,,,,,687107,,614625
Fusoxys1,,,,,667440,,674761,,,,,,,,,,,,,,,,,,,,,,,,,,793161
FoxII5,,,,,6082,6402,16240,,,,,,,,,,,,,,,,,,,,,,,,,,9779
Fusoxcub1,,,,,6082,"6401,6402",16240,,,,,,,,,,,,,,,,,,,,,,,,,,9779
Fusoxy1,,,,,593959,583289,466306,,,,,,,,,,,,,,,,,,,,,,,,,,571418
Fusoxrap1,,,,,"21472,20010,7112",,,,,,,,,,,,,,,,,,,,,,,,,,,,17443
FusoxT415,,,,,578676,,,,,,,,,,,,,,,,,,,,,,,,,,,,541731
Fusoxpis1,,,,,14932,,,,,,,,,,,,,,,,,,,,,,,,,,,,25965
Fusox32931,,,,,15096,6225,,,,,,,,,,,,,,,,,,,,,,,,,,,3195
FoxMRL8996,,,,,326924,424575,,,,,,,,,,,,,,,,,,,,,,,,,,,520077
Fusve2,,,,,13665,,,,,,,,,,,,,,,,,,,,,,,,,,,,8639
Fusfu1,,,,,6869,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusoxmel1,,,,,17010,"19519,19517",,,,,,,,,,,,,,,,,,,,,,,,,,,22349
Fusoxlyc1,,,,,21811,20697,18890,,,,,,,,,,,,,,,,,,,,,,,,,,11994
FusoxFo47_2,,,,,135984,,280670,,,,,,,,,,,,,,,,,,,,,,,,,,265378
FusoxFo47,,,,,21744,,7806,,,,,,,,,,,,,,,,,,,,,,,,,,6500
Fusoxrad1,,,,,"24711,13696",,9178,,,,,,,,,,,,,,,,,,,,,,,,,,20166
FoxPHW726_1,,,,,236407,,,,,,,,,,,,,,,,,,,,,,,,,,,,484466
Fusoxalb1,,,,,"892861,864119",,,,,,,,,,,,,,,,,,,,,,,,,,,,745864
Fox26365_1,,,,,"352148,234054",324723,242188,,,,,,,,,,,,,,,,,,,,,,,,,,372650
FoxF1010_1,,,,,"351550,357189",363517,359203,,,,,,,,,,,,,,,,,,,,,,,,,,373575
FoxF1004_1,,,,,"800553,989495",900771,1001055,,,,,,,,,,,,,,,,,,,,,,,,,,919543
FoxF1008_1,,,,,686093,"747051,815172",875442,,,,,,,,,,,,,,,,,,,,,,,,,,814495
FoxF206_1,,,,,"680301,744801",763642,732561,,,,,,,,,,,,,,,,,,,,,,,,,,622261
FoxF207_1,,,,,"728021,800483",719757,806943,,,,,,,,,,,,,,,,,,,,,,,,,,713137
FoxF1003_1,,,,,"704178,689993",628645,761314,,,,,,,,,,,,,,,,,,,,,,,,,,670304
FoxF204_1,,,,,490188,"483344,399930",262095,,,,,,,,,,,,,,,,,,,,,,,,,,393939
FoxF201_1,,,,,"837736,841926",718705,788868,,,,,,,,,,,,,,,,,,,,,,,,,,747709
FoxF202_1,,,,,"804686,794208",729564,821502,,,,,,,,,,,,,,,,,,,,,,,,,,715542
Theau2,,,,661742,637417,,,,,,,,,,,,,310347,,,,,,,,,,,,,,,
Paevar1,,,,"441790,480050",488445,,,,,,,,,,,,,456077,,,,,,,,,,,,,477633,,
Paevar_HGY_1,,,,"1695,260889","274656,232782",,,,,,,,,,,,,333188,,,,,,,,,,,,,246082,,
Tripara1,,,,"245950,554456",548745,,,,,,,,,,,,,573405,,,,,436502,,,,,,,,,,
Dibbae1,"4377,3921",,11757,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalpfe1,,,,657969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tirniv1,597114,,,276133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tercla1,1096473,,"1142894,1091758",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terbo2,823402,,"4301,745684",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dacma1,,,,,868715,,,,,,,,,,,,,,,,,,,,,,,,,,845312,,
Neora1,,,,,"749531,711696",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ilyrob1,,,,,"492153,536621",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ilysp1,,,,,"1743649,1467547",1838956,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ilyeu1,,,,,"632435,479794",560900,,,,,,,,,,,,,,,,,,,,,,,,,,,
FusspF10_1,,,,,430160,,352846,,,,,,,,,,,,,,,,,,,,,,,,,,
Neobo1,,,,,221359,,697466,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusso1,,,,,597406,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FusspF23_1,,,,,"352750,348524",263602,374097,,,,,,,,,,,,,,,,,,,,,,,,,,
FvanT31_1,,,,,268643,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FvanT77_1,,,,,440661,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusvan1,,,,,52346,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FvanT299_1,,,,,108807,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Necha2,,,,,50101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusva1,,,,,248614,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FusspF11_1,,,,,145580,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cormi1,,,,1918,,,,,,,,,,,,,,,,,,3652,,,,,,,,3651,,,
Beaba1,,,,,1935,,,,,,,,,,,,,,,,,6616,,,,,,,,6617,,,
Gymau1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gymci1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspste1,,,,511049,455706,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspele1,,,,350615,384682,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspfloc1,,,,"226998,90406",231584,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asppul1,,,,492385,"477068,478258",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspros1,,,,181278,204813,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspmuri1,,,,191703,184819,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspsub1,,,,218436,"230566,204634",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspwes1,,,,35489,208849,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspcre1,,,,,238689,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspaff1,,,,,"523572,574483",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspwest1,,,,289202,"287428,292155",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspnaka1,,,,246994,"230692,251728",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspses1,,,,289682,"318802,348108",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspneoa1,,,,110565,"45860,158394",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ustvir1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cocim1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cocpo1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dotse1,,,,,,,125146,,,,,,,,,,,,,,,,,,,,,,,,,,
Ascim1,,,"211243,239962,120722",219597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspcer1,,,,,"135963,130142,149482",,,,,,,,,,,,,,,,,,,,,,152064,,,,,,
Tolinf1,,,,,193473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuseq1,,,,,369838,,185543,,,,,,,,,,,,,,,,,,,,,,,,,,348002
Fusoxcon1,,,,,2461,,,,,,,,,,,,,,,,,,,,,,,,,,,,4232
FoxFo5176,,,,,310436,,,,,,,,,,,,,,,,,,,,,,,,,,,,463550
Fusox2,,,,,"19248,22103","18336,18338",,,,,,,,,,,,,,,,,,,,,,,,,,,10348
Nemsp1,,,,,,,,,,,,,,,,,,,5363,17467,,,,,,,,,,,,,
Hypvin1,,,,,,,,,,,,,,,,,,,432247,434344,,,439130,,,,,,,,,,
Ascsa1,,3004,"6454,591",,,,,,,,,,,,,,,,,,,6839,,,,,,,,,,,
Cloro1,,,,,,,,,,,,,,,,,,,,,,,403707,,,,,,,,,,
Acrst1,,,,,1278961,,,,,,,,,,,,,,,,,,,,,,,,,,1398783,,
Sarstr1,,,,,227936,,,,,,,,,,,,,,,,,,,,,,,,,,322317,,
Acrchr1,,,,,5130,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triatrob1,,,,86983,93914,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ColoR113_1,"123404,149901",132433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erynec1,925,,3846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sphbr2,501938,547027,"928541,921108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyrom1,360983,307240,272944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyrdom1,267304,381498,313880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyrco1,10515,12856,9801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pezech1,360699,,579558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripra1,380915,409849,366520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pezsub1,370756,372054,302066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matter1,910685,,945850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calful1,824483,,"830678,731666",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tubma1,157041,295152,"353509,273760",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tubbor1,1118788,504688,"969986,1014809",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gyresc1,561404,,"556108,514947",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disven1,116952,435525,"427497,327354",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morpal1,106056,615270,"705561,91006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morste1,1051735,1051210,"1004030,897724",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morper1,23253,584278,"522442,484185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mordim1,541010,591218,"629773,541843",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morame1,687277,638333,"744209,769189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morvulg1,337141,576903,"569362,574732",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MorvulMes17_1,366524,567672,"652247,712546",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morfluv1,664285,717774,690660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morpra1,320352,23190,"648495,596997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morulm1,371614,12885,"438887,402088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morana1,538349,480190,"572368,553753",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morpop1,409122,616286,"678051,715834",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morpun1,5641,491293,"527085,513938",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morco1,564736,551443,"343940,516758",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morimp1,553238,570810,"571670,546357",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morexi1,585707,18479,"608810,603860",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morang1,188541,495984,"527664,631822",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mordel1,618748,709715,"783015,281143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morsny1,490099,573230,"483927,490988",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morpul1,569499,440377,"553369,510589",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moreoh1,139961,484788,"454581,354994",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mordis1,830801,853990,"776899,721721",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morkaki1,803115,845014,"901984,6906",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morcon1,105927,216922,"289591,342524",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morhis1,591648,458601,"490163,498749",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morarb1,478467,804156,"751635,815689",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morsep1,652052,615086,"582005,354581",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morbru1,568655,496380,"530464,613447",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lacsu1,,124210,"453628,403768",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ascni1,,398413,"366980,313040",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhiund1,,731879,"889528,770804,733163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilmi1,,566951,"532846,551357,608195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chove1,,1667298,"1684966,1810685,1787140",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tubcan1,,519013,"1091943,1134360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tubbr1_1,,642018,"1112714,917661,1141828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tubae1,,141,"4475,7300,1261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tubmes1,,3275361,"2793272,394420,3331411",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tubgib1,,951354,"1020390,1144610,1149683",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tubme1v2,,1973,"5387,7320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tubmel1,,2349724,"2686079,2357874",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tubin1_1,,409068,"135631,593942,525123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gyrinf1,,901358,"907880,875862,908202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leuca1,,986033,"1056116,1002444,1055946",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vercon1,,522982,"436826,530256,466318",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morsem1,,"695425,839818","751661,669736",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geocar1,,,"650519,719531,621271,705606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trihyb1,,,986129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AcreTS7_1,,,,,,677669,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parbra1,,,,,4747,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parbr1,,,,,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hisca1,,,,,8497,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blade1,,,,,"182192,182191,182193",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stagr1,,,,,331908,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myrin1,,,,,431038,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asprobu1,,,,,"172063,173755",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asptaic1,,,,,"201889,200121",,,,,,,,,,,,,,,,,,,,,,,,,,,,
